quote,author,category
"I believe the experiences reported in this book are reproducible by anyone who wishes to try. I went to Africa. You can go to Africa. You may have trouble arranging the time or the money, but everybody has trouble arranging something. I believe you can travel anywhere if you want to badly enough.And I believe the same is true of inner travel. You don't have to take my word about chakras or healing energy or auras. You can find about them for yourself if you want to. Don't take my word for it. Be as skeptical as you like.Find out for yourself.","Michael Crichton, Travels","direct-experience, psychic, skepticism, spiritual, spirituality, travel"
"Travel is the discovery of truth; an affirmation of the promise that human kind is far more beautiful than it is flawed. With each trip comes a new optimism that where there is despair and hardship, there are ideas and people just waiting to be energized, to be empowered, to make a difference for good.","Dan Thompson, Following Whispers: Walking on the Rooftop of the World in Nepal's Himalayas","discovery, hiking, inspirational, nepal, peace, travel"
"The trip doesn’t exist that can set you beyond the reach of cravings, fits of temper, or fears … so long as you carry the sources of your troubles about with you, those troubles will continue to harass and plague you wherever you wander on land or on sea. Does it surprise you that running away doesn’t do you any good? The things you’re running away from are with you all the time.","Seneca, Letters from a Stoic","peace-of-mind, travel"
"[Traveling] makes you realize what an immeasurably nice place much of America could be if only people possessed the same instinct for preservation as they do in Europe. You would think the millions of people who come to Williamsburg every year would say to each other, ""Gosh, Bobbi, this place is beautiful. Let's go home to Smellville and plant lots of trees and preserve all the fine old buildings."" But in fact that never occurs to them. They just go back and build more parking lots and Pizza Huts.","Bill Bryson, The Lost Continent: Travels in Small Town America","american-culture, historic-preservation, travel"
"So long, in fact, as you remain in ignorance of what to aim at and what to avoid, what is essential and what is superfluous, what is upright or honorable conduct and what is not, it will not be travelling but drifting. All this hurrying from place to place won’t bring you any relief, for you’re travelling in the company of your own emotions, followed by your troubles all the way.","Seneca, Letters from a Stoic",travel
You are what you read.,"Nancy Petralia, Not in a Tuscan Villa: During a Year in Italy, a New Jersey Couple Discovers the True Dolce Vita When They Trade Rose-colored Glasses for 3Ds","art, commentary, history, inspriational, italy, senior, travel"
"Sun and wind and beat of sea,Great lands stretching endlessly...Where be bonds to bind the free?All the world was made for me!",Adelaide Crapsey,"independence, travel"
There are more places you haven't heard of then you're heard of!' I loved that,"Jonathan Safran Foer, Extremely Loud and Incredibly Close","places, travel, world"
"Seconds later, the female security officer grabbed a pair of my father's shorts from the top of the duffel bag, and emptied out the contents of his pockets. A lighter, three nail files, a pocket wrench, a pair of pliers, a screwdriver, and a nectarine fell onto the folding table. I looked at the woman, looked at my father, and then looked around to see if anyone else was watching.  ""What's the problem?"" my father asked the woman.  ""Sir, I'm going to have to take this lighter away from you,"" she said.  ""The lighter?"" I asked her. ""What about the bomb kit he's carrying around? He could do a lot more damage to a person with that wrench.""  ""I need the wrench!"" he shrieked.  ""For what?""  ""What if something goes wrong with the plane?","Chelsea Handler, Are You There, Vodka? It's Me, Chelsea","airport-security, family, humor, travel"
A hotel room all to myself is my idea of a good time.,"Chelsea Handler, My Horizontal Life: A Collection of One-Night Stands","hotels, humor, travel"
My love for peanut butter is so deep that I can't look at a jar without devouring it!,"Monica DiNatale, 365 Guide New York City: Drink. Eat. Save. Every Day of the Year. A Guide to New York City Restaurant Deals and Bar Specials.","365-guide, budget, food, monica-dinatale, restaurants, travel"
Screw the shops, I want a duty-free office.,"Rishi Piparaiya, Aisle Be Damned"
"There are people everywhere who form a Fourth World, or a diaspora of their own.They are the lordly ones! They come in all colors.They can be Christians or Hindus or Muslims or Jews or pagans or atheists.They can be young or old, men or women, soldiers or pacifists, rich or poor.They may be patriots, but they are never chauvinists.They share with each other, across all the nations, common values of humor and understanding.When you are among them you know you will not be mocked or resented, because they will not care about your race, your faith, your sex or your nationality, and they suffer fools if not gladly, at least sympathetically.They laugh easily. They are easily grateful. They are never mean.They are not inhibited by fashion, public opinion, or political correctness.They are exiles in their own communities, because they are always in a minority, but they form a mighty nation, if they only knew it.It is the nation of nowhere.",Jan Morris,"nomads, travel"
"Remember that a little learning can be a pleasant thing. Italy gives much, in beauty, gaiety, diversity of arts and landscapes, good humor and energy—willingly, without having to be coaxed or courted. Paradoxically, she requires (as do other countries, probably more so) and deserves some preparation as background to enhance her pleasures. It is almost impossible to read a total history of Italy; there was no united country until a hundred years ago, no single line of power, no concerted developments. It is useful, however, to know something about what made Siena run and stop, to become acquainted with the Estes and the Gonzagas, the Medicis and the Borgias, the names that were the local history. It helps to know something about the conflicts of the medieval church with the Holy Roman Empire, of the French, Spanish and early German kings who marked out large chunks of Italy for themselves or were invited to invade by a nervous Italian power. Above all, it helps to turn the pages of a few art and architecture books to become reacquainted with names other those of the luminous giants.The informed visitors will not allow himself to be cowed by the deluge of art. See what interests or attracts you; there is no Italian Secret Service that reports on whether you have seen everything. If you try to see it all except as a possible professional task, you may come to resist it all. Relax, know what you like and don’t like—not the worst of measures—and let the rest go.","Kate Simon, Italy: The places in between","italy, travel"
Sicily is paradise. I live in paradise. Now pass the pasta please.,"Alfred Zappala, The Reverse Immigrant","travel, travel-writing, traveling"
"This visit has compacted the court's quarrels and intrigues, trapped them in the small space within the town's walls. The travelers have become as intimate with each other as cards in a pack: contiguous, but their paper eyes blind.","Hilary Mantel, Wolf Hall",travel
"We checked our bags and got on line with some of our fellow passengers. Judging from the looks of them, it was clear that they were members of a different income bracket from the people I preferred to surround myself with. But since I also wasn't from the income bracket I preferred, I held off on voicing my initial feelings of despair.","Chelsea Handler, My Horizontal Life: A Collection of One-Night Stands","humor, travel"
Florence and Milan had given him ideas more flexible than those of people who'd stayed at home.,"Hilary Mantel, Wolf Hall",travel
"With the earth firmly beneath our feet, we can approach what attracts us, and withdraw from what unnerves us. If there is real danger, we can run. Mobility means security, both physically and emotionally. Flying takes away our most basic way of regulating feelings.",Capt Tom Bunn LCSW,"aerophobia, fear, flying, phobia, travel"
"Every Inch of the Way is a great page turning adventure which is as close as you can get, without actually saddling up and pedalling yourself into the unknown. It takes real magic to turn a great adventure, into a great book. For one thing, most people can't relate to the mindset of the long distance cyclist and I found myself laughing along to Tom's thoughts and observations, wondering if they were in - jokes, shared by those who had seen the world at the speed of a bike, for example his relationship with Serbia's stray dogs! . But his anecdotes have a great balance of the cultures and places, as opposed to just inward reflections, so I am sure would be enjoyed by anyone with an interest in travel and human experience. A lovely story, written from the heart.",Mark Beaumont,"adventure-travel, bike-touring, travel"
Life is beautiful if you are on the road to somewhere,"Orhan Pamuk, The New Life",travel
Travel is the best teacher. The only way to an open mind is by taking a plane out into the open world.,C. JoyBell C.,"an-open-mind, an-open-world, open-mindedness, opening-your-mind, travel, traveling"
"Perhaps it’s my natural pessimism, but it seems that an awfully large part of travel these days is to see things while you still can.","Bill Bryson, In a Sunburned Country","environment, travel"
Part of the urge to explore is a desire to become lost.,"Tracy Johnston, Shooting the Boh: A Woman's Voyage Down the Wildest River in Borneo","adventure, exploration, lost, travel"
"The problem with driving around Iceland is that you’re basically confronted by a new soul-enriching, breath-taking, life-affirming natural sight every five goddamn minutes. It’s totally exhausting.","Stephen Markley, Tales of Iceland or ""Running with the Huldufólk in the Permanent Daylight""","iceland, nature, travel"
"Travel opens your mind as few other things do. It is its own form of hypnotism, and I am forever under its spell.","Libba Bray, Rebel Angels","hypnosis, travel"
Sometimes you need to move away before you can see where you are,"Benny Bellamacina, Philosophical Uplifting Quotes and Poems","life, love, philosophy, thinker, travel, wisdom"
"That we leave our homes, that we step through our doors to the world, that we travel our whole lives not because we want to collect exotic T-shirts, not because we want to consume foreign adventure the same Western way we consume plastic and Styrofoam and LCD TVs and iPads, but because it has the power to renew us—not the guarantee, not the promise, just the possibility. Because there are places our imaginations can never construct for us, and there are people who we will never meet but we could and we might. It reminds us that there is always reason to begin again.","Stephen Markley, Tales of Iceland or ""Running with the Huldufólk in the Permanent Daylight""","iceland, inspirational, travel"
"If we are inclined to forget how much there is in the world besides that which we anticipate, then works of art are perhaps a little to blame, for in them we find at work the same process of simplification or selection as in the imagination. Artistic accounts include severe abbreviations of what reality will force upon us. A travel book may tell us, for example, that the narrator journeyed through the afternoon to reach the hill town of X and after a night in its medieval monastery awoke to a misty dawn. But we never simply 'journey through an afternoon'. We sit in a train. Lunch digests awkwardly within us. The seat cloth is grey. We look out the window at a field. We look back inside. A drum of anxieties resolves in our consciousness. We notice a luggage label affixed to a suitcase in a rack above the seats opposite. We tap a finger on the window ledge. A broken nail on an index finger catches a thread. It starts to rain. A drop wends a muddy path down the dust-coated window. We wonder where our ticket might be. We look back at the field. It continues to rain. At last, the train starts to move. It passes an iron bridge, after which it inexplicably stops. A fly lands on the window And still we may have reached the end only of the first minute of a comprehensive account of the events lurking within the deceptive sentence 'He journeyed through the afternoon'.A storyteller who provides us with such a profusion of details would rapidly grow maddening. Unfortunately, life itself often subscribes to this mode of storytelling, wearking us out with repetitions, misleading emphases[,] and inconsequential plot lines. It insists on showing us Burdak Electronics, the safety handle in the car, a stray dog, a Christmas card[,] and a fly that lands first on the rim and then the centre of a laden ashtray.Which explains the curious phenomenon whereby valuable elements may be easier to experience in art and in anticipation than in reality. The anticipatory and artistic imaginations omit and compress; they cut away the periods of boredom and direct our attention to critical moments, and thus, without either lying or embellishing, they lend to life a vividness and a coherence that it may lack in the distracting woolliness of the present.","Alain de Botton, The Art of Travel","philosophy, story, travel, writing"
"When you build a city near no mountains and no ocean, you get materialism and traditional religion. People have too much time and lack inspiration.","Donald Miller, Through Painted Deserts: Light, God, and Beauty on the Open Road","surrounding-environment, travel"
"We had found nothing, and had been lost several times already in one morning, so this was shaping up into a top travel experience.","Pete McCarthy, McCarthy's Bar: A Journey of Discovery In Ireland","ireland, travel, travel-writing"
There's always a way if you're not in a hurry.,"Paul Theroux, The Last Train to Zona Verde: My Ultimate African Safari","hurry, travel"
"Ever since childhood, when I lived within earshot of the Boston and Maine, I have seldom heard a train go by and not wished I was on it. Those whistles sing bewitchment: railways are irresistible bazaars... Anything is possible on a train...",Paul Theroux,"contemplation, journeys, philosophy, train, travel"
"Home at that moment was a starless night, a steady wind, not a human to be seen.","Alan Furst, Mission to Paris","home, nature, travel"
"What is it about the American obsession with productivity and responsibility that makes it so difficult for us to allow ourselves a little time to solve the puzzle of our own lives, before it’s too late?","Elizabeth Gilbert, Eat, Pray, Love","interview, selfishness, travel"
"The few times I said to myself anywhere: ‘Now that’s a nice spot for a permanent home,’ I would immediately hear in my mind the thunder of an avalanche carrying away the hundreds of far places which I would destroy by the very act of settling in one particular nook of the earth.","Vladimir Nabokov, Strong Opinions",travel
"How can you wonder your travels do you no good, when you carry yourself around with you?",Socrates,travel
"Born at Letterman Army Hospital. I never actually lived in San Francisco. It's not my home town, but then, I don't have one. I'm a nomad...a gypsy...an Army Brat. Put me on an airplane, send me anywhere. That's where I belong...anywhere.","Marc Curtis, Growing Up Military: Every Brat Has A Story, Vol. One","anywhere, gypsy, military-brat, nomad, travel"
I hate traveling with amateurs.,"Rachel Caine, Kiss of Death","kiss-of-death, morganville-vampires, oliver, packing, rachel-caine, travel"
"Once you have rid yourself of the affliction there, though, every change of scene will become a pleasure. You may be banished to the ends of the earth, and yet in whatever outlandish corner of the world you may find yourself stationed, you will find that place, whatever it may be like, a hospitable home. Where you arrive does not matter so much as what sort of person you are when you arrive there.","Seneca, Letters from a Stoic",travel
"Though most tourists accepted the occasional comic misadventure, it was important to them that overall their vacation should be pleasant. When you spend money on a holiday you are essentially purchasing happiness: if you don't enjoy yourself you will feel defrauded.","Alison Lurie, The Last Resort","humor, tourism, travel, vacation"
The man who spends his time choosing one resort after another in a hunt for peace and quiet will in every place he visits find something to prevent him from relaxing.,"Seneca, Letters from a Stoic",travel
"Someone who seems doddery is perhaps not doddery at all but only an older person absorbed in squinting concentration, as though on an ultimate trip, memorizing a scene, grateful for being alive to see it.","Paul Theroux, The Last Train to Zona Verde: My Ultimate African Safari","age, concentration, gratitude, travel"
"A traveller moves among real people in their own milieu and learns from them, soaking up their wisdom and philosophy, their way of being in the world. A tourist simply hops from one tourist highpoint to another, skimming across the surface, cramming in quantity rather than quality, and comes away with his soul and imagination unchanged, untouched by the wonder of a life lived differently.","Roxanne Reid, A Walk in the Park: Travels in and around South Africa's national parks","africa, travel, travel-writing"
"And my mother, whose radius of travel was short, tied the letters with ribbon and kept them in her desk, When you get the chance, she said to me, ""go.","Frances Mayes, A Year in the World: Journeys of a Passionate Traveller","missed-opportunities, travel"
"I want to urge you very strongly to travel as much as you can, and to evolve yourself as an internationalist. It's as important a part of your education as a radical as the reading of any book.","Christopher Hitchens, Letters to a Young Contrarian",travel
"No matter how far you travel, you can never get away from yourself. It’s like your shadow. It follows you everywhere. -Komura","Haruki Murakami, After the Quake","run-away, runaway, shadow, travel, yourself"
"We are torn between a nostalgia for the familiar and an urge for the foreign and strange. As often as not, we are homesick most for the places we have never known",Carson McCullers,"inspirational, travel"
"Wanderers eastward, wanderers west, Know you why you cannot rest?'Tis that every mother's sonTravails with a skeleton.Lie down in the bed of dust;Bear the fruit that bear you must;Bring the eternal seed to light,And morn is all the same as night.","A.E. Housman, A Shropshire Lad","death, eternity, morning, night, rest, travel, traveler"
"So many birds sitting around, on a dead wire, a bare branch, a cold ground, a drifting seashore; never realizing the glory in their wings and where it can take them, nor the envy as we look on them.",Anthony Liccione,"birds, blessing, envy, fly, gift, glory, places, realization, travel, waste, wings"
"When the ancient Romans would conquer a new place or a new people, they would leave the language and the customs in tact – they would even let the conquered people rule themselves in most cases, appointing a governor to maintain a foothold in the region.” Wilson leaned against the whiteboard as he spoke, his posture relaxed, his hands clasped loosely.“This was part of what made Rome so successful. They didn't try to make everyone Romans in the process of conquering them. When I went to Africa with the Peace Corp, a woman who worked with the Corp said something to me that I have often thought about since. She told me 'Africa is not going to adapt to you. You are going to have to adapt to Africa.' That is true of wherever you go, whether it's school or whether it's in the broader world.","Amy Harmon, A Different Blue","abroad, adaption, international, study-abroad, travel"
"I felt as though I owned the whole world. And little wonder, because at no time are we ever in such complete possession of a journey, down to its last nook and cranny , as when we are busy with preparations for it. After that, there remains only the journey itself, which is nothing but the process through which we lose our ownership of it. This is what makes travel so utterly fruitless.","Yukio Mishima, Confessions of a Mask","japanese-literature, travel"
"I ease into the idea of letting go of control and simply let life take the reins. And when I don't hold it so tightly, it doesn't thrash against me so wildly. It calms to a trot and allows me to take in the scenery, experience love, and learn what is important in this world: people, places, memories—not things or perceptions.","Sarah Reijonen, Country Girl: Letting Love & Wanderlust Take the Reins","inspirational, travel, wanderlust"
"While National Geographic magazine had given me a taste of the world, the three-dimensional details of this moment - the tickle of the rain drops, the suck sound of my feet in the mud, the challenge of getting photographs of the monkeys, my immature urge to make the driver wait even longer because he was annoying - would feed me for years to come.","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","adventure, exploration, tanzania, travel"
"There were only three names on the map of the region we had brought with us, but we now filled in more than two hundred.","Heinrich Harrer, Seven Years in Tibet","exploration, himalayas, tibet, travel"
I don't know anything anymore,"Kim Culbertson, Instructions for a Broken Heart","life, romance, travel"
"Our brain is a circuit board with neurons and terminals ready to be wired. We are born free, then programmed to obey our parents, to tell the truth, pass exams, pursue and achieve, love and propagate, age and fade unfulfilled and uncertain what it has all been for. We swallow the operating system with our mother's milk and sleepwalk into the forest of consumer illusion craving shoes, houses, cars, magazines, experiences that endorse our preconceived dreams and opinions. We grow into our parents. We becomes clones, robots, matchstick men thinking and saying the same, feeling the same, behaving the same, appreciating in books and films and art shows those things we already recognize and understand.","Chloe Thurlow, Girl Trade","africa, concubine, harem, romance, travel"
"...luxury is the enemy of observation, a costly indulgence that induces such a good feeling that you notice nothing. Luxury spoils and infantilizes you and prevents you from knowing the world. That is its purpose...",Paul Theroux,"luxury, travel"
"I always consider every place worth exploring once- just in case there's a thirty foot flaming sign divulging the secret of life, that no one has told me about.","Tibor Fischer, The Thought Gang","life, secret-of-life, the-thought-gang, tibor-fischer, travel"
"But nothing will persuade me that the mere fact of being in a place is enough in itself to justify the effort of getting out of bed to become a tourist, or even a traveller. I don't have the slightest wish to be intrepid. I don't want to prove myself to myself or anyone else. I don't care if no one thinks me brave or hardy. I have no concern at all that I did not have whatever it is I should have had to take a dive out of a plane or off a building. None of that matters to me in the least.","Jenny Diski, On Trying to Keep Still","adventure, bravery, discretion, experiences, tourism, travel, valour"
Adventure should be part of everyone's life. It is the whole difference between being fully alive and just existing.,"Holly Morris, Adventure Divas: Searching the Globe for Women Who Are Changing the World","adventure-divas, pal-bachendri, travel"
"I like the idea that when I die, I will have a long sit-down chat withGod and get answers to all my questions. For example, those apple coresthat I threw out of car windows when I was a child—did any of them becometrees? Few boys or men had ever asked me out. I told myself that itwas because I was almost 6-feet tall. Was that true or was there somethinghumbling I needed to know?","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","god, journey, pilgrimage, travel, travel-writing, truth"
"If character is destiny, I was fated to be carried off into the desert. From the deck of the ship I had imagined my own ghost and seen my unvanishing footsteps. When you don't belong anywhere it doesn't matter where you are or where you go, if you stay or move on. You arrive at a place where the view forwards and backwards is the same, where the sun rises in the east one day and the west the next, where you stop planning and live like the birds and beasts by intuition and instinct.","Chloe Thurlow, Girl Trade","africa, erotica, philosophy, travel"
"Summer is a period of luxurious growth. To be in harmony with the atmosphere of summer, awaken early in the morning and reach to the sun for nourishment to flourish as the gardens do. Work, play, travel, be joyful, and grow into selfless service. The bounty of the outside world enters and enlivens us.","Paul Pitchford, Healing With Whole Foods: Asian Traditions and Modern Nutrition","growth, harmony, joy, play, service, summer, travel, work"
"It's a pretty good little old place after all, and I have little time for the gloomers who are eternally shrieking that this old mud ball is rolling to the bow wows. I am satisfied to take my chances with this one, thank you, and not worry about the next . . . You must carry along with you a lively imagination and plenty of romance in your soul. Some of the most wonderful things in the world will seem dull and drab unless you view them in the proper light.",LeRoy Robert Ripley,"travel, world"
"There were mountains; there were valleys; there were streams. She climbed the mountains; roamed the valleys; sat on the banks of streams.....when, from the mountain-top, she beheld, far off, across the Sea of Marmara the plains of Greece, and made out (her eyes were admirable) the Acropolis with a white streak or two which must, she thought, be the Parthenon, her soul expanded with her eyeballs, and she prayed she might share the majesty of the hills, know the serenity of the plains, etc. etc., as all such believers do.","Virginia Woolf, Orlando","nature, travel, vision"
"The past is buried deep within the ground in Rabat, although the ancient walls in the old city are still standing, painted in electrifying variations of royal blue that make the winding roads look like streamlets or shallow ocean water.","Raquel Cepeda, Bird of Paradise: How I Became Latina","ancient-walls, buried-past, history, morocco, rabat, royal-blue, the-past, travel, traveling"
"Back at the Chateau Windsor there was a rat-like scratching at the door of my room. Vinod, the youngest servant, came in with a soda water. He placed it next to the bag of toffees. Then he watched me read. I was used to being observed reading. Sometimes the room would fill like a railway station at rush hour and I would be expected to cure widespread boredom.","Tahir Shah, Beyond The Devil's Teeth","gondwana, india, travel"
"Foras Road has a sordid reputation (…) Old crones sat in doorways, while their daughters were pushed out to earn money. It is intriguing that a society which is very covert with sexuality should be so straightforward about prostitution.","Tahir Shah, Beyond The Devil's Teeth","gondwana, india, prostitutes, travel, travel-writing, women"
"somewhere along the dust-chocked Guatemalan road between...and ...was where I confirmed that I preferred traveling around the slow, bone-rattling way: by bus,with ordinary people. The bus we were riding in had been repainted in bright reds. The inside was colorful too: the seats had springs popping out of the upholstery, and the floor was caked with dirt and garbage. Chickens, some tied in bunches and others wandering loose, squawked noisily. Bouncing along a road to a place I had never been, and would never go back to, suddenly felt exciting, liberating even","Chesa Boudin, Gringo",travel
"I’m a big believer in winging it. I’m a big believer that you’re never going to find perfect city travel experience or the perfect meal without a constant willingness to experience a bad one. Letting the happy accident happen is what a lot of vacation itineraries miss, I think, and I’m always trying to push people to allow those things to happen rather than stick to some rigid itinerary.",Anthony Bourdain,"travel, vacation"
"With languages, you can move from one social situation to another. With languages, you are at home anywhere.","Edmund de Waal, The Hare With Amber Eyes: A Family's Century of Art and Loss","language-learning, languages, travel"
You go away for a long time and return a different person - you never come all the way back,"Paul Theroux, Dark Star Safari: Overland from Cairo to Cape Town","change, gone, home, travel"
The fastest way to travel is to be there already.,"Terry Pratchett, Soul Music",travel
Sometimes travel is merely an opportunity taken when you can.,"Ian Frazier, Travels in Siberia","russia, siberia, travel"
"The Chinese say that there is no scenery in your home town. They’re right. Being in another place heightens the senses, allows you to see more, enjoy more, take delight in small things; it makes life richer. You feel more alive, less cocooned.","Jane Wilson-Howarth, A Glimpse of Eternal Snows: A Journey of Love and Loss in the Himalayas","nepal, travel, travel-writing"
"There are several other sources of enjoyment in a long voyage, which are of a more reasonable nature. The map of the world ceases to be a blank; it becomes a picture full of the most varied and animated figures. Each part assumes its proper dimensions: continents are not looked at in the light of islands, or islands considered as mere specks, which are, in truth, larger than many kingdoms of Europe. Africa, or North and South America, are well-sounding names, and easily pronounced; but it is not until having sailed for weeks along small portions of their shores, that one is thoroughly convinced what vast spaces on our immense world these names imply.","Charles Darwin, Voyage of the Beagle","maps, travel, worldview"
"Inscribed on it was a verse from the Quatrains of Omar Khayyam, the eleventh-century Persian mystic. Reading the words aloud I prepared for a most amazing journey:The sages who have compassed sea and land,Their secret to search out and understand,My mind misgives me if they ever solveThe scheme on which the universe is planned.","Tahir Shah, Beyond The Devil's Teeth","omar-khayyam, sufis, sword, travel"
"Unless there is a strong sense of place there is no travel writing, but it need not come from topographical description; dialogue can also convey a sense of place. Even so, I insist, the traveler invents the place. Feeling compelled to comment on my travel books, people say to me, ""I went there""---China, India, the Pacific, Albania-- ""and it wasn't like that."" I say, ""Because I am not you.","Paul Theroux, The Best American Travel Writing 2001","experience, perceptions, travel"
You're not traveling if you already know everything.,"Erica Bauermeister, Joy for Beginners","adventure, knowledge, travel"
"See it, learn it, do it ALL.",Jamie McCall,"actresses, adventure, adventurer, author, high-life, law-of-attraction, lifestyle, loa, navy, self-help, spiritual-growth, travel, veterans"
"Venice appeared to me as in a recurring dream, a place once visited and now fixed in memory like images on a photographer’s plates so that my return was akin to turning the leaves of a portfolio: a scene of the gondolas moored by the railway station; the Grand Canal in twilight; the Rialto bridge; the Piazza San Marco; the shimmering, rippling wonderland; the bustling water traffic; the fish market; the Lido beach and boardwalk; Teeny in the launch; the singing, gesturing gondoliers; the bourgeois tourists drinking coffee at Florian’s; the importunate beggars; the drowned girl’s ghost haunting the Bridge of Sighs; the pigeons, mosquitoes and fetor of decay.","Gary Inbinder, The Flower to the Painter","history, travel, venice"
Adventure can be an end in itself. Self-discovery is the secret ingredient...,Grace Lichtenstein,"adventure, life, motorcycle, travel"
"Sometimes a bus is your bus, and sometimes it ain't, and it's important that you can tell the difference.","Steven J. Carroll, The Road to Jericho","change, life, life-changing, life-lessons, motivational, travel, traveling, truth, wisdom"
"I was becoming addicted to Bombay. There was squalor and poverty, but I had begun to realise my good fortune and would never again forget it.","Tahir Shah, Beyond The Devil's Teeth","bombay, india, travel, writing"
You cannot travel to the known, because all travels are towards the future and the future is unknown!,Mehmet Murat ildan
"The ancient paused for a moment, as if his strength were failing. Yet I sensed that there was more to tell. Looking deep into my eyes, he whispered: 'The Gond kingdoms have fallen, their people live dispersed in poverty: the teak trees and the jungles have been cleared... but the importance of the Gonds must not be forgotten!","Tahir Shah, Beyond The Devil's Teeth","africa, america, geography, gondwana, india, myth, travel"
"It reflects like an optical instrument and responds to changes in the weather so sensitively that it seems like a part of the sky rather than of the land. And along with all that, Baikal is distinctly Asiatic: if a camel caravan could somehow transport Baikal across Siberia to Europe, and curious buyers unwrapped it in a marketplace, none would mistake it for a lake from around there.","Ian Frazier, Travels in Siberia","baikal, russia, siberia, travel"
"They lied, you know,” said Cpl. Allan Richmond. He hugged thewall next to Owens. Beside him, PFC Bucky Hatton crouched low, aBrowning 1911 semiautomatic gripped tightly in his hand.“Who?” asked Bart, glad to be out of the wind and rain, even if itwas only for a short time.“The assholes who said France was beautiful.","Brian W. Matthews, Forever Man",travel
"Travel is a joy, full of surprises. Perhaps some of the most enjoyable times are those where one comes close to disaster: the risks add spice, and make for great stories when you are safely back home again.","Jane Wilson-Howarth, How to Shit Around the World: The Art of Staying Clean and Healthy While Traveling",travel
Living in the edge - that's what I feel like when I don't know what my bowels are going to do next.,"Jane Wilson-Howarth, How to Shit Around the World: The Art of Staying Clean and Healthy While Traveling",travel
"There's a mathematics to nesting, I'm sure, that explains how length of stay + space available = accumulating way too much stuff.","Amy Smith, All Roads Lead to Austen: A Yearlong Journey with Jane","humor, travel"
The best thing about flying first class....was that you could be as nutty as a fruitcake and were still treated like the Queen of Sheba.,"Sarah-Kate Lynch, Finding Tom Connor","ireland, marriage, travel"
"Travel experiences are emotionally loaded. Often there is excitement and stimulation. The tingle-factor though comes partly from the fact that we're stressed, just a little.","Jane Wilson-Howarth, The Essential Guide to Travel Health: Don't Let Bugs, Bites, and Bowels Spoil Your Trip","stress, tingle, travel"
What one learns in a classroom is just a very small part of learning process . The real learning starts when one crosses borders and travels miles for the real knowledge.,vivek sahni,travel
"To Mr. Blot, who went through life an unconscious example of the raison d'être of the British Empire, a shipwreck was merely one of the many things to be ignored. His was a calming influence.","Cornelia Otis Skinner, Our Hearts Were Young and Gay: An Unforgettable Comic Chronicle of Innocents Abroad in the 1920s","humor, travel"
"I don’t know what I’m doing, or where I’m going, but I do know that I want to do whatever it is and get there soon.","J.A. Redmerski, The Edge of Never","j-a-redmerski, life, lost, road, the-edge-of-never, travel"
Travel is wishing for one more bite of whatever that just was.,"Nick Miller, Isn't It Pretty To Think So?",travel
"Odd, some might think. Why someone would need to travel so far to find oneself. Surely a look in the mirror would suffice, and wouldn’t that be cheaper too? But the mirror lies, and the eyes that do the looking conspire too.",Farish A. Noor,travel
"With languages, you are at home anywhere.",Edward De Waal,"home, languages, travel"
"Perhaps it's true you can't go back in time, but you can return to the scene of a love, of a crime, of happiness, and of a fateful decision; the places are what remain, are what you can possess, are what is immortal.","Eric    Weiner, The Geography of Bliss: One Grump's Search for the Happiest Places in the World","happiness, love, travel"
"As is often the case when I travel, my vulnerability -- like not knowing what the hell I'm going to do upon arrival -- makes me more open to outside interactions than I might be when I'm at home and think I know best what needs to be done. On the road, serendipity is given space to enter my life.","Andrew McCarthy, The Longest Way Home: One Man's Quest for the Courage to Settle Down","inspirational, serendipity, travel, vulnerability"
"The passion for travelling is, I believe, instinctive in some natures. We have seen men persevere in their enterprises against the most formidable obstacles; and, without means or friends, and even ignorant of the languages of the various countries through which they passed, pursue their perilous journeys into remote places, until, like the knight in the Arabian tale, they succeeded in snatching a memorial from every shrine they visited.",James Holman,"arabian-tale, travel, vagabond, wander"
"It is part of wisdom never to revisit a wilderness, for the more golden the lily, the more certain that someone has gilded it.","Aldo Leopold, A Sand County Almanac and Sketches Here and There","nature, travel, wilderness"
"We'd never seen anything as green as these rice paddies. It was not just the paddies themselves: the surrounding vegetation - foliage so dense the trees lost track of whose leaves were whose - was a rainbow coalition of one colour: green. There was an infinity of greens, rendered all the greener by splashes of red hibiscus and the herons floating past, so white and big it seemed as if sheets hung out to dry had suddenly taken wing. All other colours - even purple and black - were shades of green. Light and shade were degrees of green. Greenness, here, was less a colour than a colonising impulse. Everything was either already green - like a snake, bright as a blade of grass, sidling across the footpath - or in the process of becoming so. Statues of the Buddha were mossy, furred with green.","Geoff Dyer, Yoga for People Who Can't Be Bothered to Do It","asia, globetrotting, green, jungle, landscapes, southeast-asia, travel, travel-writing, verdant"
